loss,accuracy,lr
1.279139638,0.557436883,0.5
0.862851143,0.62300992,0.5
0.652269959,0.7252177,0.5
0.490890205,0.811197102,0.5
0.394626647,0.853087366,0.5
0.349805832,0.873075902,0.5
0.306604534,0.892294824,0.5
0.267888397,0.908237338,0.5
0.239362538,0.91769284,0.5
0.222745836,0.926268816,0.5
0.194508076,0.9357903,0.5
0.176251978,0.941947401,0.5
0.16677317,0.945443749,0.5
0.154273719,0.94852227,0.5
0.147749469,0.951358974,0.5
0.132486954,0.957516074,0.5
0.125236571,0.960000873,0.5
0.121432871,0.960528612,0.5
0.111543179,0.96263963,0.5
0.103900574,0.965476274,0.5
0.100117199,0.96699357,0.5
0.092885315,0.968950629,0.5
0.089887924,0.970731795,0.5
0.088269278,0.970885754,0.5
0.08069618,0.9730407,0.5
0.079515621,0.973766387,0.5
0.077792853,0.973722398,0.5
0.075823955,0.97484386,0.5
0.070871063,0.977218747,0.5
0.068918519,0.977064848,0.5
0.06345471,0.978186309,0.5
0.062283728,0.979131877,0.5
0.060110997,0.979615629,0.5
0.05793424,0.980583191,0.5
0.055389799,0.981572688,0.5
0.054621503,0.981550694,0.5
0.054550081,0.982056499,0.5
0.053833004,0.981946528,0.5
0.048852906,0.982958019,0.5
0.051621761,0.982364297,0.5
0.046207894,0.984035552,0.5
0.044771235,0.985069036,0.5
0.043226331,0.985508859,0.5
0.041349959,0.986102581,0.5
0.042553,0.985332906,0.5
0.042973943,0.985838711,0.5
0.037762467,0.986718297,0.5
0.040231131,0.985860646,0.5
0.037717234,0.987268031,0.5
0.037898615,0.987070084,0.5
0.036342926,0.987905681,0.5
0.03777606,0.987202048,0.5
0.032938641,0.988763332,0.5
0.035089463,0.987971663,0.5
0.032388244,0.988983214,0.5
0.033958808,0.988213539,0.5
0.032640412,0.988675356,0.5
0.031731501,0.989137113,0.5
0.02869948,0.990148664,0.5
0.029737325,0.989466965,0.5
0.029672621,0.989642918,0.5
0.02824359,0.990346551,0.5
0.031598698,0.988125622,0.5
0.028376881,0.990082681,0.5
0.026472172,0.990632415,0.5
0.026440799,0.990962267,0.5
0.027293693,0.990456522,0.5
0.026219152,0.990720391,0.5
0.023668455,0.991577983,0.5
0.027445855,0.990082681,0.5
0.024017388,0.991797864,0.5
0.024305664,0.991885841,0.5
0.024602272,0.991577983,0.5
0.023252903,0.991885841,0.5
0.022092167,0.992083728,0.5
0.0238312,0.991797864,0.5
0.020114731,0.993007302,0.5
0.021431027,0.992853343,0.5
0.021422528,0.992875338,0.5
0.021417201,0.992215693,0.5
0.019938935,0.992853343,0.5
0.021467431,0.992765427,0.5
0.020864995,0.993139267,0.5
0.017531447,0.993469059,0.5
0.021568017,0.993073285,0.5
0.018696163,0.993557036,0.5
0.019287763,0.99320519,0.5
0.020539692,0.99267745,0.5
0.019060103,0.993491054,0.5
0.018164739,0.993886888,0.5
0.018980101,0.993623018,0.5
0.017842811,0.993864894,0.5
0.017152628,0.99421674,0.5
0.018658586,0.993073285,0.5
0.016943578,0.994370639,0.5
0.018087154,0.994238734,0.5
0.015011833,0.994832456,0.5
0.01693478,0.994194746,0.5
0.017857889,0.993996859,0.5
0.015508693,0.99459058,0.5
0.013543375,0.995536089,0.5
0.016639959,0.994700491,0.5
0.015161051,0.995074332,0.5
0.015176967,0.994964361,0.5
0.015651034,0.994832456,0.5
0.016033188,0.994876444,0.5
0.013657961,0.995470166,0.5
0.014011651,0.99538219,0.5
0.014756782,0.994678497,0.5
0.013754872,0.995074332,0.5
0.01383611,0.995052338,0.5
0.015147274,0.994678497,0.5
0.013367748,0.995624065,0.5
0.013591291,0.995250225,0.5
0.014322139,0.994788468,0.5
0.013505134,0.995184302,0.5
0.012684186,0.995777965,0.5
0.013672209,0.995426178,0.5
0.01164901,0.996261775,0.5
0.012385753,0.995997906,0.5
0.013109186,0.99564606,0.5
0.011288203,0.996107817,0.5
0.012864695,0.995426178,0.5
0.012824512,0.995777965,0.5
0.012069166,0.995865941,0.5
0.011385716,0.996723533,0.5
0.012445766,0.995580077,0.5
0.012100201,0.996415675,0.5
0.011757559,0.995624065,0.5
0.01188577,0.995931923,0.5
0.010775497,0.99628377,0.5
0.01108542,0.996129811,0.5
0.012868497,0.995712042,0.5
0.011140743,0.996063828,0.5
0.009241343,0.996855497,0.5
0.011928765,0.995887935,0.5
0.010247372,0.996393681,0.5
0.012065017,0.996195793,0.5
0.011476639,0.99628377,0.5
0.009731987,0.996679544,0.5
0.009707905,0.996943414,0.5
0.010637023,0.996437669,0.5
0.010522089,0.996459663,0.5
0.009414423,0.997009397,0.5
0.008737514,0.99729526,0.5
0.009553259,0.996767521,0.5
0.009385347,0.996899486,0.5
0.010184621,0.996701539,0.5
0.010200787,0.996437669,0.5
0.008806909,0.996943414,0.5
0.008829697,0.997031391,0.5
0.009631515,0.996899486,0.5
0.010928086,0.996129811,0.5
0.010884916,0.996327758,0.5
0.008546494,0.997009397,0.5
0.008886644,0.997141361,0.5
0.008076113,0.997625113,0.5
0.00884964,0.997053385,0.5
0.008294772,0.997141361,0.5
0.009054633,0.996877491,0.5
0.00910863,0.996767521,0.5
0.009804465,0.996723533,0.5
0.00836578,0.99729526,0.5
0.007977973,0.997471213,0.5
0.008060103,0.997273266,0.5
0.008616533,0.997405231,0.5
0.008902996,0.996987402,0.5
0.008643974,0.997053385,0.5
0.008860037,0.996745527,0.5
0.008160381,0.997317255,0.5
0.008359466,0.997317255,0.5
0.008075041,0.997383237,0.5
0.008587239,0.997009397,0.5
0.007063085,0.997932971,0.5
0.008211772,0.997493207,0.5
0.009119098,0.997009397,0.5
0.007923386,0.997471213,0.5
0.006376566,0.997801065,0.5
0.007338939,0.997361243,0.5
0.007169093,0.997625113,0.5
0.007099286,0.997713089,0.5
0.009584247,0.996855497,0.5
0.006760511,0.997691095,0.5
0.007250498,0.997537136,0.5
0.008167884,0.997251272,0.5
0.006934924,0.997669101,0.5
0.00637402,0.997976959,0.5
0.009083789,0.996899486,0.5
0.007189434,0.997713089,0.5
0.006945854,0.997910976,0.5
0.006618464,0.997954965,0.5
0.007073981,0.997691095,0.5
0.006880813,0.997691095,0.5
0.006763265,0.997603118,0.5
0.006387203,0.997844994,0.5
0.00646045,0.997866988,0.5
0.0079871,0.997229278,0.5
0.006864396,0.997691095,0.5
0.006545571,0.997998953,0.5
0.007158755,0.997866988,0.5
0.006294495,0.997998953,0.5
0.00639386,0.997976959,0.5
0.00732382,0.997471213,0.5
0.005063193,0.998504698,0.5
0.005717374,0.998020947,0.5
0.006872599,0.997888982,0.5
0.005421695,0.998372793,0.5
0.005902659,0.998020947,0.5
0.006368789,0.998130858,0.5
0.005306996,0.998152852,0.5
0.007178007,0.997691095,0.5
0.007154396,0.997735083,0.5
0.005683398,0.997932971,0.5
0.006273888,0.998240829,0.5
0.005668806,0.998108864,0.5
0.005951026,0.998064935,0.5
0.006204496,0.998108864,0.5
0.006934606,0.997581124,0.5
0.004628045,0.998680651,0.5
0.006494967,0.997735083,0.5
0.006749778,0.997998953,0.5
0.005267697,0.998152852,0.5
0.005116729,0.998438716,0.5
0.005443052,0.998108864,0.5
0.005875846,0.998108864,0.5
0.005276356,0.998284817,0.5
0.005720377,0.998086929,0.5
0.005267596,0.99819684,0.5
0.00496433,0.998504698,0.5
0.005212285,0.998108864,0.5
0.005799946,0.998350799,0.5
0.006101233,0.997998953,0.5
0.005082437,0.998416722,0.5
0.005166302,0.998504698,0.5
0.005777629,0.998372793,0.5
0.004838286,0.998306811,0.5
0.00600362,0.998064935,0.5
0.004833589,0.998306811,0.5
0.004542278,0.998680651,0.5
0.004827852,0.998482704,0.5
0.005497237,0.997954965,0.5
0.005055543,0.998108864,0.5
0.005155494,0.998306811,0.5
0.004442852,0.998570681,0.5
0.005650723,0.998152852,0.5
0.004748272,0.998372793,0.5
0.004955948,0.99819684,0.5
0.005020101,0.99819684,0.5
0.005083807,0.998438716,0.5
0.004417115,0.998416722,0.5
0.004938959,0.998614669,0.5
0.004412914,0.998636663,0.5
0.0048558,0.998240829,0.5
0.005184958,0.998306811,0.5
0.004912147,0.998328805,0.5
0.005895993,0.997910976,0.5
0.004154301,0.998680651,0.5
0.006563691,0.997998953,0.5
0.004862576,0.998218834,0.5
0.00422206,0.998636663,0.5
0.006359568,0.998108864,0.5
0.003828817,0.998922527,0.5
0.004722494,0.998394787,0.5
0.004624471,0.998328805,0.5
0.003777686,0.998680651,0.5
0.005719869,0.998174846,0.5
0.00423888,0.998614669,0.5
0.004532408,0.998768568,0.5
0.004774595,0.998482704,0.5
0.004459431,0.998394787,0.5
0.003588323,0.99872458,0.5
0.004669221,0.998592675,0.5
0.004835422,0.998152852,0.5
0.005404797,0.998174846,0.5
0.004422866,0.998482704,0.5
0.004604254,0.998416722,0.5
0.0044952,0.998658657,0.5
0.004377652,0.998394787,0.5
0.004322073,0.998636663,0.5
0.004044992,0.998504698,0.5
0.003423173,0.999010444,0.5
0.003761675,0.998636663,0.5
0.003969296,0.998790562,0.5
0.004323557,0.998592675,0.5
0.004468461,0.998504698,0.5
0.004296944,0.998570681,0.5
0.004557327,0.998614669,0.5
0.004155838,0.998790562,0.5
0.00505511,0.998306811,0.5
0.003687493,0.998658657,0.5
0.004258667,0.998702586,0.5
0.003398278,0.99872458,0.5
0.004418992,0.998394787,0.5
0.004672209,0.998592675,0.5
0.0047704,0.998570681,0.5
0.00403992,0.998680651,0.5
0.004238482,0.99872458,0.5
0.003676922,0.998592675,0.5
0.004007403,0.998746574,0.5
0.003640498,0.998636663,0.5
0.004373591,0.998592675,0.5
0.003336881,0.998790562,0.5
0.005266547,0.998372793,0.5
0.00284705,0.999010444,0.5
0.003257889,0.998856544,0.5
0.003656496,0.998790562,0.5
0.004311789,0.99872458,0.5
0.003552693,0.998900533,0.5
0.00426364,0.998504698,0.5
0.004032595,0.998900533,0.5
0.00287663,0.998966515,0.5
0.005152754,0.998504698,0.5
0.003374923,0.99898845,0.5
0.003199425,0.998746574,0.5
0.004619147,0.998658657,0.5
0.003182549,0.998922527,0.5
0.003785371,0.998702586,0.5
0.00409031,0.998504698,0.5
0.004215778,0.998790562,0.5
0.00367684,0.998790562,0.5
0.003800228,0.998790562,0.5
0.002905945,0.99909842,0.5
0.00490411,0.99846071,0.5
0.003328937,0.998812556,0.5
0.003896518,0.998790562,0.5
0.003733104,0.998768568,0.5
0.003614353,0.998702586,0.5
0.003664947,0.998922527,0.5
0.00340847,0.99909842,0.5
0.003862871,0.998790562,0.5
0.002871318,0.999054432,0.5
0.004447145,0.998614669,0.5
0.002899772,0.999186397,0.5
0.004472504,0.998526692,0.5
0.003616417,0.99883455,0.5
0.003566133,0.99883455,0.5
0.004232914,0.998570681,0.5
0.002807396,0.999010444,0.5
0.003712054,0.99872458,0.5
0.003174579,0.999076426,0.5
0.003858969,0.99872458,0.5
0.003591513,0.998878539,0.5
0.004081812,0.998680651,0.5
0.003556642,0.998966515,0.5
0.003410988,0.998746574,0.5
0.002863975,0.999120414,0.5
0.003502322,0.998702586,0.5
0.003146235,0.999032438,0.5
0.00408168,0.998526692,0.5
0.002758455,0.999010444,0.5
0.002366586,0.999164402,0.5
0.003294542,0.999032438,0.5
0.002958901,0.999076426,0.5
0.003111697,0.998856544,0.5
0.003109826,0.99883455,0.5
0.003219099,0.998922527,0.5
0.00330206,0.998900533,0.5
0.003016452,0.999032438,0.5
0.003085317,0.999010444,0.5
0.003253487,0.998944521,0.5
0.003132737,0.998922527,0.5
0.002785887,0.99909842,0.5
0.002530608,0.999230385,0.5
0.002765677,0.999054432,0.5
0.003177657,0.99883455,0.5
0.002640666,0.999032438,0.5
0.003611093,0.998878539,0.5
0.003340313,0.99898845,0.5
0.003319467,0.99898845,0.5
0.003138405,0.998922527,0.5
0.002926154,0.99898845,0.5
0.002881183,0.999076426,0.5
0.003183097,0.998856544,0.5
0.003102646,0.998966515,0.5
0.003361819,0.99898845,0.5
0.002814982,0.999120414,0.5
0.003037776,0.998966515,0.5
0.003498012,0.998900533,0.5
0.003031957,0.99898845,0.5
0.003073558,0.998922527,0.5
0.002668976,0.999208391,0.5
0.003485739,0.998812556,0.5
0.002074096,0.999340296,0.5
0.002579184,0.999120414,0.5
0.002929679,0.999010444,0.5
0.003628799,0.99872458,0.5
0.002797548,0.998856544,0.5
0.002751787,0.99898845,0.5
0.003517624,0.998856544,0.5
0.002957721,0.999032438,0.5
0.002486554,0.999142408,0.5
0.003810171,0.998966515,0.5
0.003007138,0.999054432,0.5
0.003197667,0.998900533,0.5
0.003300288,0.998768568,0.5
0.003289641,0.998812556,0.5
0.002716299,0.999142408,0.5
0.002853854,0.999010444,0.5
0.003352787,0.999076426,0.5
0.002975801,0.999076426,0.5
0.002849052,0.999076426,0.5
0.002625468,0.999164402,0.5
0.003130971,0.998966515,0.5
0.002782456,0.999032438,0.5
0.00304057,0.998966515,0.5
0.002428761,0.999296308,0.5
0.002838498,0.999230385,0.5
0.002991314,0.998966515,0.5
0.002767563,0.999208391,0.5
0.003011461,0.999076426,0.5
0.003346488,0.998966515,0.5
0.002212235,0.999230385,0.5
0.002777847,0.999164402,0.5
0.00313866,0.999142408,0.5
0.001965589,0.999340296,0.5
0.002869315,0.998966515,0.5
0.0026894,0.999054432,0.5
0.003299515,0.999032438,0.5
0.002459538,0.999186397,0.5
0.003247125,0.99883455,0.5
0.002870121,0.99909842,0.5
0.002114693,0.999296308,0.5
0.002038558,0.999340296,0.5
0.002768722,0.999054432,0.5
0.002664989,0.999164402,0.5
0.003380997,0.99883455,0.5
0.002398365,0.999054432,0.5
0.001915699,0.999340296,0.5
0.002253172,0.999076426,0.5
0.002947039,0.999142408,0.5
0.003284118,0.99883455,0.5
0.002310958,0.999384284,0.5
0.002833942,0.999010444,0.5
0.003616611,0.998702586,0.5
0.002240116,0.999208391,0.5
0.002286514,0.999186397,0.5
0.002344559,0.99909842,0.5
0.002372196,0.999274313,0.5
0.002475458,0.999186397,0.5
0.002614844,0.999186397,0.5
0.00284018,0.999076426,0.5
0.001932024,0.999296308,0.5
0.0036144,0.999010444,0.5
0.001995357,0.999428272,0.5
0.002309218,0.999186397,0.5
0.002640384,0.999164402,0.5
0.002278201,0.999406278,0.5
0.001981947,0.99936229,0.5
0.002572054,0.999208391,0.5
0.002566296,0.999186397,0.5
0.002533227,0.999186397,0.5
0.002628143,0.999318302,0.5
0.002483343,0.999186397,0.5
0.00319597,0.999164402,0.5
0.002234781,0.999230385,0.5
0.002700278,0.999186397,0.5
0.003455707,0.998812556,0.5
0.002521291,0.99898845,0.5
0.00240395,0.999230385,0.5
0.0032052,0.99898845,0.5
0.003281399,0.998768568,0.5
0.002896416,0.999076426,0.5
0.001933196,0.999428272,0.5
0.002027658,0.999406278,0.5
0.002201019,0.999274313,0.5
0.001528032,0.99962616,0.25
0.001589593,0.999428272,0.25
0.002245902,0.999450266,0.25
0.001749169,0.999450266,0.25
0.001894439,0.999384284,0.25
0.002009372,0.999230385,0.25
0.001489036,0.99947226,0.25
0.001633376,0.999384284,0.25
0.001596713,0.999560237,0.25
0.002063185,0.999406278,0.25
0.001603454,0.999406278,0.25
0.001913695,0.999428272,0.25
0.002423365,0.999274313,0.25
0.001879957,0.999296308,0.25
0.001834803,0.99947226,0.25
0.001492613,0.999516249,0.25
0.001662442,0.99947226,0.25
0.001435078,0.99947226,0.25
0.001565196,0.999604166,0.25
0.002076764,0.999384284,0.25
0.001275286,0.999538243,0.25
0.001391021,0.999516249,0.25
0.001171038,0.999670148,0.25
0.001845222,0.999406278,0.25
0.001164166,0.999604166,0.25
0.001493893,0.999560237,0.25
0.001592036,0.999516249,0.25
0.001324261,0.999516249,0.25
0.001418635,0.999582171,0.25
0.00200079,0.99936229,0.25
0.001420744,0.999604166,0.25
0.001177978,0.999604166,0.25
0.002384325,0.999296308,0.25
0.002060781,0.999450266,0.25
0.001772895,0.999494255,0.25
0.001509509,0.999582171,0.25
0.001551865,0.999406278,0.25
0.001734432,0.99936229,0.25
0.001424999,0.999604166,0.25
0.001971571,0.999450266,0.25
0.002167237,0.999406278,0.25
0.001865075,0.99936229,0.25
0.001402192,0.999604166,0.25
0.002511276,0.999252379,0.25
0.001135862,0.999692142,0.25
0.001431217,0.999516249,0.25
0.001292199,0.999648154,0.25
0.001513569,0.999450266,0.25
0.000975101,0.999780118,0.25
0.001484991,0.999538243,0.25
0.001488148,0.999494255,0.25
0.001569163,0.999516249,0.25
0.001593398,0.999494255,0.25
0.001179992,0.999560237,0.25
0.001663242,0.999450266,0.25
0.001362929,0.999516249,0.25
0.001489177,0.99947226,0.25
0.00160388,0.999428272,0.25
0.001789457,0.99936229,0.25
0.001320476,0.999494255,0.25
0.001241772,0.999560237,0.25
0.001315213,0.999604166,0.25
0.002090346,0.999318302,0.25
0.001813476,0.99936229,0.25
0.001123649,0.999692142,0.25
0.001266065,0.99962616,0.25
0.001615774,0.99936229,0.25
0.00147915,0.999516249,0.25
0.001075935,0.999648154,0.25
0.001119055,0.99973613,0.25
0.00135592,0.999538243,0.25
0.00157877,0.999450266,0.25
0.001495452,0.999538243,0.25
0.001570631,0.99947226,0.25
0.001005655,0.99973613,0.25
0.001478332,0.999494255,0.25
0.001561776,0.999516249,0.25
0.001341769,0.999538243,0.25
0.00140781,0.999494255,0.25
0.001529413,0.999428272,0.25
0.0014621,0.999428272,0.25
0.00130045,0.999516249,0.25
0.001212106,0.999670148,0.25
0.001384513,0.999516249,0.25
0.00121719,0.999582171,0.25
0.001266148,0.99962616,0.25
0.001359454,0.999670148,0.25
0.001686615,0.999538243,0.25
0.001551216,0.999560237,0.25
0.001310855,0.999582171,0.25
0.001476408,0.999494255,0.25
0.002125365,0.999428272,0.25
0.001029485,0.99973613,0.25
0.001212025,0.999604166,0.25
0.001502619,0.999604166,0.25
0.001412556,0.99947226,0.25
0.001515702,0.999604166,0.25
0.001083514,0.999670148,0.25
0.001394709,0.999560237,0.25
0.001081693,0.999758124,0.125
0.001958298,0.999428272,0.125
0.000934245,0.999780118,0.125
0.00170857,0.999494255,0.125
0.001044465,0.999648154,0.125
0.001192607,0.999560237,0.125
0.001209063,0.999582171,0.125
0.001333005,0.999582171,0.125
0.001051931,0.999714136,0.125
0.000878397,0.999758124,0.125
0.001115227,0.999648154,0.125
0.001364862,0.999494255,0.125
0.001143119,0.99962616,0.125
0.001163052,0.999582171,0.125
0.001088307,0.999604166,0.125
0.000886635,0.999692142,0.125
0.001186267,0.999670148,0.125
0.000901761,0.999670148,0.125
0.001292126,0.999516249,0.125
0.000912451,0.999714136,0.125
0.001298078,0.999648154,0.125
0.000873457,0.999758124,0.125
0.000999039,0.999648154,0.125
0.001105431,0.999604166,0.125
0.000769332,0.999714136,0.125
0.001476107,0.999450266,0.125
0.001329347,0.999670148,0.125
0.000750749,0.999780118,0.125
0.001098149,0.999604166,0.125
0.001160356,0.999648154,0.125
0.001053182,0.999692142,0.125
0.000920545,0.999780118,0.125
0.001293193,0.999516249,0.125
0.001019383,0.999648154,0.125
0.001061127,0.99962616,0.125
0.000804489,0.999758124,0.125
0.001216296,0.999692142,0.125
0.001073984,0.999648154,0.125
0.001367,0.999582171,0.125
0.001007988,0.999714136,0.125
0.000741964,0.999758124,0.125
0.001132293,0.99962616,0.125
0.001322291,0.999692142,0.125
0.001053804,0.999648154,0.125
0.001111147,0.999714136,0.125
0.000992992,0.999604166,0.125
0.001195533,0.999604166,0.125
0.001417335,0.999494255,0.125
0.001049864,0.999670148,0.125
0.00142531,0.999494255,0.125
0.000850382,0.999714136,0.125
0.001294247,0.999714136,0.125
0.000901916,0.999692142,0.125
0.000828056,0.999802113,0.125
0.001108499,0.999670148,0.125
0.001384959,0.999670148,0.125
0.000882286,0.999692142,0.125
0.001018907,0.999604166,0.125
0.000870859,0.999846101,0.125
0.001056299,0.99973613,0.125
0.000984345,0.999670148,0.125
0.00098111,0.999714136,0.125
0.000861182,0.999714136,0.125
0.001284671,0.99947226,0.125
0.001026571,0.999670148,0.125
0.000908388,0.999824107,0.125
0.000793358,0.99973613,0.125
0.001157056,0.999648154,0.125
0.001222342,0.999648154,0.125
0.001035,0.999560237,0.125
0.000790271,0.999758124,0.125
0.001106877,0.999670148,0.125
0.00096616,0.999670148,0.125
0.000879694,0.999714136,0.125
0.00106265,0.999670148,0.125
0.000909244,0.999670148,0.0625
0.000998015,0.999758124,0.0625
0.000858845,0.999692142,0.0625
0.000875854,0.99973613,0.0625
0.000882274,0.999824107,0.0625
0.000981628,0.999780118,0.0625
0.000837385,0.99973613,0.0625
0.001119597,0.999648154,0.0625
0.000665479,0.999780118,0.0625
0.000991712,0.99962616,0.0625
0.000688532,0.999780118,0.0625
0.0010163,0.999714136,0.0625
0.00086139,0.999758124,0.0625
0.001134616,0.999648154,0.0625
0.000655928,0.999802113,0.0625
0.000961249,0.99973613,0.0625
0.000812855,0.99973613,0.0625
0.000934496,0.999670148,0.0625
0.000943563,0.999758124,0.0625
0.000890452,0.999824107,0.0625
0.001202614,0.999604166,0.0625
0.000790656,0.999802113,0.0625
0.000906807,0.999714136,0.0625
0.000931979,0.999758124,0.0625
0.000814626,0.999780118,0.0625
0.000916699,0.999780118,0.0625
0.000927825,0.999714136,0.0625
0.00107301,0.999692142,0.0625
0.001197076,0.999604166,0.0625
0.000912584,0.999714136,0.0625
0.001019626,0.999692142,0.0625
0.000921755,0.999648154,0.0625
0.001276247,0.999604166,0.0625
0.000976448,0.999670148,0.0625
0.000755298,0.999780118,0.0625
0.00084506,0.999780118,0.0625
0.000811883,0.99973613,0.0625
0.001062401,0.999692142,0.0625
0.001219829,0.999582171,0.0625
0.001041602,0.999714136,0.0625
0.000790918,0.999780118,0.0625
0.001210521,0.99962616,0.0625
0.001035923,0.999758124,0.0625
0.00076921,0.999846101,0.0625
0.001073363,0.999582171,0.0625
0.00074982,0.999758124,0.0625
0.000774339,0.99973613,0.0625
0.000968841,0.999582171,0.0625
0.00089663,0.99962616,0.0625
0.001146871,0.999582171,0.0625
0.001114345,0.999714136,0.0625
0.000759463,0.999758124,0.0625
0.000839786,0.999758124,0.0625
0.000838301,0.999802113,0.0625
0.001022999,0.99973613,0.0625
0.000696806,0.999780118,0.0625
0.000926208,0.999692142,0.0625
0.000907244,0.99973613,0.0625
0.000559026,0.999868035,0.0625
0.000582562,0.999890029,0.0625
0.000662828,0.999802113,0.0625
0.000973257,0.99973613,0.0625
0.000971946,0.99973613,0.0625
0.000775468,0.99973613,0.0625
0.000892931,0.99973613,0.0625
0.000838628,0.99973613,0.0625
0.000818042,0.999824107,0.0625
0.000750154,0.999758124,0.0625
0.001049971,0.99962616,0.0625
0.000890835,0.999692142,0.0625
0.000772775,0.999824107,0.0625
0.000937348,0.999714136,0.0625
0.000845052,0.999758124,0.0625
0.000966107,0.999714136,0.0625
0.001272191,0.999714136,0.0625
0.000929121,0.999714136,0.0625
0.001107512,0.99962616,0.0625
0.000851479,0.99973613,0.0625
0.001088194,0.999692142,0.0625
0.001050394,0.999648154,0.0625
0.000750374,0.99973613,0.0625
0.000885303,0.99973613,0.0625
0.000813778,0.999802113,0.0625
0.000536646,0.999890029,0.0625
0.000656525,0.999846101,0.0625
0.000777108,0.999824107,0.0625
0.000709825,0.999780118,0.0625
0.00071415,0.999824107,0.0625
0.001155085,0.999582171,0.0625
0.001029338,0.99962616,0.0625
0.001066443,0.999670148,0.0625
0.000703219,0.999714136,0.0625
0.000634295,0.999868035,0.0625
0.001019535,0.999648154,0.0625
0.001111457,0.99962616,0.0625
0.000766024,0.999780118,0.0625
0.001023082,0.999648154,0.0625
0.001270501,0.999560237,0.0625
0.000795908,0.99973613,0.0625
0.000777099,0.999802113,0.0625
0.001057384,0.999604166,0.0625
0.000826496,0.999692142,0.0625
0.000853493,0.999780118,0.0625
0.001488311,0.999516249,0.0625
0.000773259,0.99973613,0.0625
0.000794613,0.999780118,0.0625
0.00085981,0.999714136,0.0625
0.001091328,0.999604166,0.0625
0.000680204,0.999824107,0.0625
0.000872551,0.999692142,0.03125
0.000734046,0.999758124,0.03125
0.00083034,0.999846101,0.03125
0.000796131,0.999868035,0.03125
0.00076164,0.99973613,0.03125
0.000810688,0.99973613,0.03125
0.000653021,0.999824107,0.03125
0.000779835,0.999758124,0.03125
0.001020216,0.99973613,0.03125
0.000813165,0.999802113,0.03125
0.000729833,0.999802113,0.03125
0.000832009,0.999714136,0.03125
0.000782295,0.99973613,0.03125
0.001010787,0.99973613,0.03125
0.000865226,0.999714136,0.03125
0.000864841,0.999758124,0.03125
0.000725987,0.999780118,0.03125
0.000930556,0.999670148,0.03125
0.00092221,0.999648154,0.03125
0.001000207,0.999648154,0.03125
0.001024664,0.999714136,0.03125
0.000717494,0.999824107,0.03125
0.000688424,0.999780118,0.03125
0.001033251,0.999758124,0.03125
0.000701675,0.999758124,0.03125
0.000594434,0.999868035,0.03125
0.000790817,0.999714136,0.03125
0.000697694,0.999846101,0.03125
0.000849122,0.999648154,0.03125
0.001086754,0.999670148,0.03125
0.00088335,0.999714136,0.03125
0.000664428,0.999868035,0.03125
0.000704996,0.999780118,0.03125
0.000816466,0.999868035,0.03125
0.000629629,0.999780118,0.03125
0.000935848,0.999714136,0.03125
0.000866168,0.99973613,0.03125
0.001112356,0.99962616,0.03125
0.000989635,0.999670148,0.03125
0.000791153,0.999802113,0.03125
0.000696666,0.999824107,0.03125
0.00090807,0.999714136,0.03125
0.000813817,0.999780118,0.03125
0.000876072,0.999714136,0.03125
0.000969437,0.999670148,0.03125
0.000709137,0.999802113,0.03125
0.000717963,0.999824107,0.03125
0.001001526,0.99962616,0.03125
0.000742628,0.99973613,0.03125
0.000742503,0.99973613,0.03125
0.000822808,0.99973613,0.015625
0.000810481,0.999758124,0.015625
0.00080628,0.999758124,0.015625
0.000642293,0.999824107,0.015625
0.000657141,0.999780118,0.015625
0.0004786,0.999912024,0.015625
0.000810099,0.999780118,0.015625
0.00073534,0.99973613,0.015625
0.00064768,0.999846101,0.015625
0.000762327,0.999758124,0.015625
0.000641302,0.999802113,0.015625
0.000625674,0.999780118,0.015625
0.000979522,0.999648154,0.015625
0.000698317,0.999780118,0.015625
